csp,pv,out
0,10.437,8.2911
0.92675,335.7,325.86
1.585,496.11,481.2
1.44925,470.5,456.52
1.355,445.05,431.94
1.4005,433.32,420.58
1.56525,450.44,437.16
1.7545,474.09,459.98
1.5675,466.02,452.2
0.28675,186.62,180.28
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,10.341,8.1993
0.88175,329.89,320.22
1.567,496.32,481.4
1.45575,480.87,466.51
1.37025,450.85,437.56
1.27325,405.07,393.2
1.11425,365.15,354.48
1.57225,460.91,447.27
0.938,370.67,359.83
0.3255,224.45,217.32
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,9.3549,7.2289
0.513,306.69,297.62
1.2995,461.37,447.71
1.21225,463.66,449.92
1.23,433.05,420.32
1.3245,422.93,410.52
1.45725,443.1,430.06
1.6055,460.99,447.35
1.311,433.47,420.73
0.27375,186.79,180.45
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,17.228,15.009
0,198.48,191.92
0,311.05,301.88
1.021,483.97,469.51
1.34925,478.6,464.32
1.436,436.52,423.69
1.601,457.73,444.22
1.6855,477.21,463.02
1.03225,386.12,374.82
0.085,103,99.623
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,78.442,75.437
0,95.913,92.648
0,257.85,249.96
0,247.07,239.43
0,370.52,359.69
0,419.69,407.38
0,158.41,154.17
0,146.47,142.42
0,55.796,53.096
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,10.179,8.0311
0.811,331.22,321.51
1.547,512.51,497
1.50175,498.71,483.71
1.39,465.61,451.8
1.34725,443.22,430.17
1.47425,459.36,445.77
1.7235,487.43,472.83
1.64075,488.45,473.82
0.40525,243.79,236.23
0,4.6019,-0.8207
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,15.756,13.532
0,208.79,202.01
0.57975,434.98,422.2
1.3395,481.7,467.31
1.30475,466.55,452.71
1.43825,449.51,436.27
1.5865,470.5,456.52
1.746,499.32,484.3
0.93275,389.06,377.68
0.056,62.608,59.829
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,18.586,16.332
0,74.546,71.598
0,83.457,80.379
0,82.278,79.217
0,125.81,122.07
0,97.279,93.994
0,122.58,118.9
0,76.204,73.231
0,68.119,65.262
0,263.83,255.81
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,9.0501,6.9301
0.57875,301.1,292.18
1.38775,475.25,461.09
1.4055,478.86,464.58
1.38425,452.61,439.26
1.4265,436.78,423.94
1.60475,453.7,440.31
1.797,479.24,464.96
1.71825,477.45,463.24
0.465,260.16,252.22
0,5.8215,3.7432
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,11.449,9.2947
1.37125,365.49,354.8
1.781,520.49,504.68
1.60625,498.23,483.25
1.477,463.29,449.56
1.49075,444.45,431.36
1.622,459.15,445.57
1.75525,479.09,464.82
1.62525,472.42,458.39
0.4725,262.87,254.87
0,9.2999,7.1903
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,10.737,8.5928
0.9755,335.59,325.76
1.6615,508.2,492.84
1.5695,491.23,476.5
1.464,464.13,450.37
1.466,445.77,432.64
1.614,463.5,449.78
1.84175,488.61,474.02
1.794,490.49,475.83
0.48775,270.89,262.7
0,9.6924,7.5765
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,22.16,19.851
0,56.966,54.253
0,146.51,142.46
0,235.6,228.22
0,243.65,236.09
0,274.04,265.77
0.08075,441.49,428.5
1.09025,432.18,419.48
0.44,304.07,295.07
0,11.285,9.1369
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,25.048,22.702
0.54,314.56,305.29
1.499,495.83,480.93
1.4285,488.07,473.46
1.38375,469.06,455.13
1.45625,450.54,437.26
1.623,468.89,454.97
1.81675,489.19,474.54
1.77475,493.1,478.3
0.50725,277.16,268.81
0,11.687,9.5412
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,28.367,25.978
1.32425,372.59,361.7
1.832,530.52,514.33
1.6905,509.94,494.52
1.573,480.56,466.22
1.60775,461.43,447.77
1.7995,479.95,465.62
2.03975,506.67,491.38
2.0645,518.89,503.14
0.68575,325.16,315.62
0.001,15.972,13.773
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,35.504,33.033
0,32.124,29.69
0,44.41,41.841
0,186.66,180.32
0,369.16,358.37
0.1525,424.66,412.2
1.164,437.71,424.83
0.09225,79.401,76.382
0,30.47,28.054
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
0,0,-0.8327
